Age,Gender,Job_Role,Stress_Level,Hours_Worked_Per_Week,Mental_Health_Condition,Region,Work_Location
60,Male,Project Manager,Medium,30,Anxiety,North America,Remote
35,Male,Data Scientist,Low,23,Anxiety,South America,Hybrid
57,Female,Designer,High,43,Anxiety,North America,Onsite
52,Male,Sales,Low,22,Depression,South America,Hybrid
51,Female,Project Manager,Medium,58,Depression,Africa,Onsite
53,Non-binary,Data Scientist,Medium,49,Burnout,South America,Onsite
39,Non-binary,Sales,Medium,39,Depression,Africa,Onsite
26,Prefer not to say,Data Scientist,High,36,Burnout,South America,Hybrid
47,Prefer not to say,Designer,High,53,Burnout,Oceania,Remote
59,Female,Designer,High,26,Anxiety,Oceania,Remote
27,Non-binary,HR,High,24,Depression,Europe,Onsite
23,Female,Data Scientist,High,47,Depression,Europe,Hybrid
22,Non-binary,Sales,Low,56,Depression,North America,Onsite
28,Female,Marketing,Low,52,Burnout,Asia,Onsite
52,Non-binary,Marketing,Low,36,Depression,Africa,Remote
59,Prefer not to say,Marketing,High,54,Burnout,North America,Hybrid
22,Prefer not to say,HR,Medium,52,Depression,Europe,Onsite
49,Female,Sales,High,23,Anxiety,Asia,Remote
42,Prefer not to say,HR,Low,57,Anxiety,Europe,Onsite
60,Non-binary,Sales,High,59,Depression,South America,Hybrid
22,Non-binary,Designer,Medium,30,Anxiety,Asia,Remote
30,Male,Marketing,Low,20,Burnout,Africa,Hybrid
57,Male,Software Engineer,Low,51,Depression,Europe,Remote
50,Male,Project Manager,High,58,Anxiety,North America,Hybrid
26,Non-binary,HR,High,36,Anxiety,Africa,Onsite
49,Non-binary,Marketing,High,33,Anxiety,North America,Hybrid
58,Male,HR,Low,45,Depression,Asia,Remote
59,Female,Sales,Low,58,Anxiety,North America,Hybrid
28,Non-binary,Marketing,Low,37,Burnout,Oceania,Onsite
34,Prefer not to say,Data Scientist,Medium,59,Anxiety,Asia,Remote
34,Prefer not to say,Sales,High,31,Anxiety,South America,Remote
56,Male,Designer,High,44,Burnout,Oceania,Onsite
28,Male,Software Engineer,Medium,42,Depression,North America,Onsite
53,Prefer not to say,HR,Medium,27,Anxiety,South America,Onsite
60,Non-binary,Designer,High,39,Depression,South America,Hybrid
31,Male,Software Engineer,Medium,45,Burnout,North America,Remote
22,Male,Project Manager,Medium,59,Burnout,North America,Onsite
31,Non-binary,Marketing,Low,42,Depression,Asia,Remote
40,Female,HR,High,55,Depression,Africa,Hybrid
54,Prefer not to say,Data Scientist,Low,41,Anxiety,South America,Onsite
35,Non-binary,Sales,Medium,37,Burnout,Africa,Onsite
48,Non-binary,Project Manager,Low,30,Anxiety,North America,Remote
56,Non-binary,Designer,Medium,36,Burnout,South America,Hybrid
30,Non-binary,HR,Medium,29,Depression,Oceania,Remote
28,Female,Software Engineer,High,31,Depression,Asia,Hybrid
27,Prefer not to say,Data Scientist,High,39,Burnout,Oceania,Remote
48,Female,Sales,Low,45,Burnout,Europe,Onsite
56,Non-binary,Marketing,Medium,39,Anxiety,Asia,Onsite
38,Prefer not to say,Marketing,High,40,Depression,North America,Remote
57,Non-binary,HR,Low,49,Burnout,Asia,Hybrid
23,Female,Project Manager,Medium,49,Anxiety,Africa,Hybrid
36,Non-binary,Sales,Medium,53,Burnout,Europe,Remote
52,Non-binary,HR,High,23,Anxiety,North America,Remote
30,Female,Software Engineer,High,34,Depression,Europe,Onsite
51,Prefer not to say,Software Engineer,Low,55,Anxiety,Oceania,Remote
39,Female,Data Scientist,Medium,44,Burnout,South America,Remote
46,Prefer not to say,Sales,Low,54,Anxiety,Africa,Onsite
44,Female,Data Scientist,Medium,29,Burnout,Oceania,Remote
22,Male,Designer,Medium,32,Anxiety,Asia,Remote
38,Non-binary,Marketing,Low,45,Burnout,Europe,Onsite
26,Non-binary,Software Engineer,High,59,Burnout,Europe,Hybrid
48,Female,Designer,High,35,Anxiety,Asia,Hybrid
32,Male,Software Engineer,High,29,Burnout,Oceania,Hybrid
32,Prefer not to say,Project Manager,Medium,43,Burnout,North America,Onsite
57,Prefer not to say,Sales,High,49,Depression,Asia,Onsite
35,Non-binary,Data Scientist,Medium,52,Depression,South America,Onsite
41,Male,Project Manager,Medium,33,Anxiety,South America,Hybrid
46,Male,Software Engineer,Medium,31,Burnout,Europe,Remote
30,Non-binary,Project Manager,Medium,45,Burnout,Africa,Remote
51,Non-binary,Project Manager,Low,52,Burnout,Europe,Remote
48,Prefer not to say,Marketing,High,41,Burnout,Asia,Hybrid
60,Female,Sales,Medium,38,Depression,Africa,Remote
50,Prefer not to say,Sales,High,27,Depression,Oceania,Hybrid
22,Female,HR,Medium,45,Anxiety,North America,Onsite
25,Prefer not to say,HR,Medium,29,Burnout,Europe,Hybrid
32,Prefer not to say,Sales,Medium,31,Depression,South America,Hybrid
42,Female,Marketing,High,45,Depression,North America,Remote
28,Male,Marketing,Medium,32,Anxiety,South America,Hybrid
50,Male,Project Manager,High,56,Anxiety,North America,Hybrid
45,Prefer not to say,Marketing,Low,46,Depression,Europe,Remote
57,Male,Software Engineer,Medium,51,Burnout,Oceania,Hybrid
33,Non-binary,Marketing,Low,35,Anxiety,South America,Remote
27,Female,Sales,Medium,50,Anxiety,Europe,Onsite
25,Prefer not to say,Project Manager,Low,58,Anxiety,Africa,Remote
49,Prefer not to say,Software Engineer,Low,45,Burnout,Africa,Onsite
33,Female,Data Scientist,Medium,27,Depression,Oceania,Onsite
46,Male,HR,High,60,Burnout,Oceania,Onsite
43,Prefer not to say,Project Manager,Medium,21,Anxiety,Europe,Onsite
23,Male,HR,Low,60,Depression,Africa,Onsite
48,Non-binary,Software Engineer,Medium,50,Depression,South America,Onsite
30,Prefer not to say,Software Engineer,Low,41,Burnout,Africa,Remote
46,Non-binary,Marketing,Low,41,Anxiety,South America,Hybrid
36,Prefer not to say,Sales,Medium,23,Depression,South America,Hybrid
51,Non-binary,Data Scientist,High,32,Anxiety,North America,Remote
26,Non-binary,Designer,High,22,Burnout,Europe,Hybrid
41,Prefer not to say,Data Scientist,High,48,Burnout,Europe,Remote
29,Non-binary,Designer,High,22,Depression,South America,Hybrid
53,Non-binary,Designer,Low,22,Anxiety,Oceania,Hybrid
30,Female,Data Scientist,High,60,Burnout,North America,Remote
48,Female,Data Scientist,Medium,38,Burnout,Oceania,Hybrid
31,Non-binary,Data Scientist,High,34,Depression,South America,Remote
42,Female,Designer,High,52,Depression,North America,Onsite
42,Non-binary,Software Engineer,Medium,24,Burnout,Oceania,Hybrid
52,Prefer not to say,Marketing,Medium,38,Burnout,North America,Onsite
49,Male,HR,High,46,Anxiety,Africa,Hybrid
28,Non-binary,HR,Low,44,Depression,Africa,Hybrid
53,Female,Designer,Low,31,Depression,South America,Remote
49,Male,Marketing,High,32,Burnout,South America,Onsite
23,Male,Project Manager,High,20,Depression,Europe,Hybrid
46,Female,Software Engineer,Low,42,Anxiety,Asia,Hybrid
48,Prefer not to say,Marketing,High,36,Anxiety,Oceania,Hybrid
48,Female,Marketing,High,44,Burnout,South America,Hybrid
59,Non-binary,Designer,Low,55,Burnout,Europe,Onsite
25,Prefer not to say,Software Engineer,Low,40,Anxiety,Asia,Hybrid
28,Female,HR,Medium,38,Anxiety,South America,Remote
50,Male,HR,High,57,Burnout,South America,Hybrid
54,Prefer not to say,Software Engineer,Low,22,Depression,Asia,Hybrid
33,Male,Data Scientist,High,45,Burnout,Asia,Hybrid
30,Prefer not to say,Data Scientist,High,41,Anxiety,Asia,Remote
40,Prefer not to say,Data Scientist,Low,49,Anxiety,North America,Remote
27,Female,Sales,Low,32,Anxiety,Europe,Onsite
50,Non-binary,Sales,Medium,25,Burnout,North America,Onsite
23,Prefer not to say,Marketing,High,24,Anxiety,South America,Hybrid
27,Male,Project Manager,High,49,Anxiety,Africa,Remote
50,Prefer not to say,HR,High,39,Anxiety,North America,Onsite
32,Non-binary,Project Manager,Medium,34,Depression,Europe,Remote
51,Prefer not to say,Designer,Low,28,Depression,North America,Remote
59,Non-binary,Project Manager,Medium,43,Burnout,South America,Remote
52,Female,Sales,Medium,57,Depression,Europe,Hybrid
55,Non-binary,Software Engineer,Low,32,Anxiety,Europe,Onsite
32,Prefer not to say,Marketing,Low,22,Depression,Oceania,Remote
41,Prefer not to say,Software Engineer,Low,59,Anxiety,Oceania,Onsite
29,Non-binary,Software Engineer,Low,22,Depression,North America,Onsite
41,Male,Project Manager,Medium,46,Anxiety,Asia,Remote
38,Female,Marketing,High,48,Anxiety,Africa,Hybrid
59,Male,Project Manager,High,39,Anxiety,South America,Onsite
32,Prefer not to say,Project Manager,High,49,Burnout,Africa,Remote
28,Prefer not to say,Marketing,Low,38,Anxiety,Europe,Hybrid
45,Prefer not to say,Designer,High,47,Burnout,South America,Hybrid
27,Non-binary,HR,Low,39,Depression,Europe,Onsite
40,Male,Data Scientist,Medium,47,Burnout,Europe,Hybrid
57,Female,Data Scientist,High,55,Burnout,Europe,Hybrid
31,Male,Data Scientist,High,57,Anxiety,Oceania,Onsite
56,Non-binary,Project Manager,Medium,58,Anxiety,Oceania,Hybrid
56,Non-binary,Data Scientist,Medium,28,Anxiety,Europe,Hybrid
31,Non-binary,Designer,Low,25,Anxiety,Africa,Hybrid
55,Female,Data Scientist,Low,58,Burnout,Asia,Onsite
48,Prefer not to say,Designer,High,44,Anxiety,South America,Onsite
50,Male,Designer,High,25,Anxiety,Oceania,Onsite
28,Non-binary,Project Manager,High,48,Depression,Oceania,Onsite
60,Male,Marketing,Low,34,Burnout,Oceania,Hybrid
47,Male,HR,Medium,38,Anxiety,Asia,Onsite
23,Prefer not to say,Designer,Low,37,Depression,North America,Remote
23,Male,Marketing,High,22,Anxiety,Oceania,Remote
35,Prefer not to say,HR,Low,22,Burnout,North America,Onsite
49,Female,Designer,Low,28,Burnout,Oceania,Remote
43,Non-binary,Data Scientist,Medium,43,Anxiety,South America,Onsite
41,Male,Sales,Low,41,Anxiety,Asia,Onsite
52,Non-binary,Software Engineer,Low,30,Depression,South America,Hybrid
53,Male,Data Scientist,Medium,29,Anxiety,North America,Onsite
42,Prefer not to say,Project Manager,High,31,Anxiety,Africa,Remote
58,Non-binary,Data Scientist,High,58,Depression,South America,Onsite
33,Male,Marketing,High,53,Anxiety,South America,Remote
46,Male,Marketing,Medium,40,Anxiety,Oceania,Hybrid
27,Female,Software Engineer,High,60,Depression,North America,Hybrid
24,Non-binary,Software Engineer,Low,33,Depression,Oceania,Remote
59,Non-binary,Data Scientist,High,38,Depression,Oceania,Remote
23,Prefer not to say,Project Manager,Medium,51,Burnout,South America,Remote
55,Male,Designer,Low,59,Depression,North America,Remote
40,Female,Project Manager,Medium,54,Burnout,Europe,Onsite
39,Non-binary,Project Manager,High,34,Depression,Asia,Remote
34,Female,Project Manager,Medium,60,Anxiety,South America,Remote
49,Non-binary,HR,Low,34,Anxiety,Africa,Onsite
24,Non-binary,HR,High,25,Burnout,Europe,Onsite
48,Non-binary,Software Engineer,Low,41,Depression,Oceania,Remote
40,Non-binary,Project Manager,High,54,Anxiety,North America,Remote
25,Prefer not to say,Software Engineer,High,54,Burnout,Africa,Remote
53,Female,Marketing,Low,43,Anxiety,Oceania,Hybrid
56,Male,HR,High,35,Burnout,South America,Hybrid
26,Prefer not to say,Software Engineer,Low,26,Anxiety,Oceania,Onsite
58,Male,HR,Low,32,Depression,Asia,Onsite
44,Prefer not to say,Data Scientist,High,32,Burnout,Europe,Remote
32,Male,Data Scientist,High,35,Burnout,Africa,Hybrid
42,Non-binary,Software Engineer,High,44,Burnout,Europe,Hybrid
43,Non-binary,Software Engineer,High,24,Anxiety,Europe,Onsite
58,Male,Sales,High,47,Burnout,Europe,Remote
30,Prefer not to say,HR,Low,39,Burnout,North America,Remote
44,Female,Data Scientist,Medium,49,Anxiety,Europe,Remote
28,Non-binary,HR,High,59,Anxiety,South America,Remote
35,Prefer not to say,HR,Medium,34,Burnout,North America,Remote
29,Prefer not to say,Marketing,High,49,Depression,Oceania,Hybrid
45,Male,Data Scientist,High,26,Burnout,Oceania,Remote
47,Male,Marketing,Medium,50,Burnout,South America,Hybrid
41,Female,Sales,Medium,46,Burnout,Asia,Hybrid
47,Prefer not to say,Data Scientist,Medium,46,Anxiety,Asia,Onsite
60,Prefer not to say,Designer,High,35,Burnout,South America,Remote
32,Male,Sales,High,42,Anxiety,Africa,Remote
32,Female,Project Manager,Low,55,Depression,Africa,Hybrid
49,Non-binary,Sales,High,21,Burnout,Africa,Onsite
39,Prefer not to say,Marketing,High,49,Depression,Africa,Onsite
29,Non-binary,Designer,High,47,Burnout,North America,Remote
52,Non-binary,HR,High,29,Burnout,Oceania,Onsite
25,Prefer not to say,HR,Low,20,Depression,Europe,Remote
59,Prefer not to say,HR,Medium,25,Anxiety,North America,Remote
60,Male,Data Scientist,High,23,Depression,Africa,Onsite
24,Male,HR,Low,43,Anxiety,Africa,Hybrid
49,Prefer not to say,Designer,High,39,Anxiety,Africa,Remote
25,Female,Sales,Low,45,Burnout,North America,Onsite
34,Prefer not to say,Project Manager,High,58,Burnout,North America,Onsite
43,Prefer not to say,HR,High,45,Burnout,Oceania,Onsite
56,Non-binary,Marketing,Low,32,Burnout,North America,Onsite
46,Male,Data Scientist,High,45,Burnout,North America,Hybrid
35,Non-binary,Software Engineer,Medium,35,Depression,South America,Hybrid
56,Male,Sales,High,22,Depression,Africa,Remote
27,Male,Data Scientist,Low,21,Anxiety,North America,Hybrid
58,Prefer not to say,HR,Low,23,Burnout,Oceania,Onsite
26,Female,Designer,Medium,39,Burnout,South America,Remote
53,Female,Software Engineer,High,32,Depression,Europe,Hybrid
41,Prefer not to say,Data Scientist,High,27,Burnout,Oceania,Onsite
24,Prefer not to say,Marketing,Low,45,Depression,North America,Hybrid
46,Prefer not to say,Designer,Low,26,Depression,Europe,Hybrid
38,Male,HR,High,37,Anxiety,North America,Hybrid
34,Non-binary,Designer,High,21,Anxiety,Africa,Remote
24,Female,Sales,Low,38,Burnout,South America,Remote
46,Non-binary,Software Engineer,High,28,Burnout,Oceania,Onsite
36,Prefer not to say,Data Scientist,Medium,33,Anxiety,Europe,Remote
30,Male,Marketing,High,25,Depression,North America,Onsite
34,Male,Marketing,Low,44,Depression,Oceania,Onsite
40,Female,Marketing,Low,49,Depression,South America,Remote
37,Non-binary,Software Engineer,Low,28,Depression,Africa,Onsite
33,Non-binary,Data Scientist,Medium,41,Burnout,Asia,Remote
53,Prefer not to say,Software Engineer,Low,51,Anxiety,Oceania,Onsite
23,Female,Data Scientist,Low,52,Burnout,Africa,Remote
22,Female,Marketing,High,31,Depression,South America,Remote
45,Non-binary,Project Manager,Low,51,Burnout,Asia,Remote
25,Female,HR,Low,36,Anxiety,North America,Onsite
44,Male,Project Manager,High,59,Burnout,Asia,Onsite
36,Female,Sales,High,43,Anxiety,Oceania,Remote
45,Male,Project Manager,Medium,43,Depression,North America,Hybrid
48,Female,Software Engineer,High,22,Anxiety,North America,Remote
42,Non-binary,Marketing,Low,34,Depression,Oceania,Remote
24,Non-binary,Sales,High,23,Anxiety,South America,Remote
58,Non-binary,Project Manager,High,27,Depression,South America,Remote
46,Prefer not to say,Marketing,Low,42,Anxiety,North America,Remote
38,Female,Marketing,Low,37,Depression,South America,Hybrid
57,Female,Designer,Low,35,Burnout,Europe,Hybrid
22,Prefer not to say,Data Scientist,Medium,24,Anxiety,Asia,Hybrid
45,Prefer not to say,HR,Medium,22,Anxiety,Oceania,Remote
29,Non-binary,Data Scientist,High,56,Anxiety,North America,Remote
43,Prefer not to say,Data Scientist,Medium,35,Anxiety,Asia,Hybrid
49,Non-binary,Designer,Low,41,Depression,Asia,Hybrid
28,Female,Sales,Low,40,Depression,South America,Remote
23,Prefer not to say,Designer,Medium,27,Anxiety,Africa,Onsite
32,Male,Project Manager,Low,51,Anxiety,South America,Hybrid
58,Male,Sales,High,35,Anxiety,South America,Remote
27,Female,Designer,Low,50,Anxiety,Africa,Onsite
55,Male,Project Manager,Medium,38,Anxiety,Oceania,Hybrid
54,Male,Project Manager,Low,57,Burnout,South America,Onsite
54,Non-binary,Project Manager,Medium,26,Depression,North America,Remote
26,Non-binary,Project Manager,Low,41,Anxiety,South America,Remote
48,Male,Project Manager,High,41,Anxiety,Asia,Remote
52,Male,Project Manager,Medium,56,Depression,Europe,Remote
36,Female,HR,High,39,Anxiety,Europe,Remote
54,Prefer not to say,Designer,Medium,39,Burnout,North America,Remote
40,Prefer not to say,Data Scientist,High,53,Burnout,Africa,Onsite
49,Non-binary,Data Scientist,Medium,27,Depression,Asia,Remote
24,Prefer not to say,Software Engineer,Low,47,Burnout,Africa,Onsite
35,Male,Software Engineer,Low,41,Burnout,Europe,Remote
55,Non-binary,Project Manager,Low,22,Burnout,South America,Remote
43,Male,Software Engineer,Medium,44,Depression,Africa,Onsite
24,Female,HR,Low,43,Depression,North America,Hybrid
48,Female,Software Engineer,High,20,Burnout,Europe,Onsite
47,Male,Marketing,Low,55,Anxiety,Europe,Hybrid
54,Prefer not to say,Project Manager,High,44,Anxiety,Europe,Hybrid
37,Male,Software Engineer,Low,43,Burnout,Europe,Remote
39,Male,Project Manager,Medium,57,Anxiety,South America,Onsite
46,Female,Project Manager,Low,51,Burnout,Asia,Onsite
44,Male,Data Scientist,High,39,Depression,Oceania,Onsite
36,Non-binary,HR,Medium,56,Depression,Asia,Onsite
28,Non-binary,Data Scientist,Medium,53,Burnout,North America,Hybrid
23,Female,Marketing,Medium,33,Burnout,Europe,Hybrid
55,Prefer not to say,Project Manager,Medium,42,Depression,Asia,Hybrid
34,Male,HR,High,32,Depression,Oceania,Remote
30,Prefer not to say,Software Engineer,High,58,Depression,Asia,Onsite
26,Female,Designer,Medium,46,Burnout,Africa,Onsite
44,Male,Data Scientist,Medium,29,Anxiety,North America,Onsite
24,Prefer not to say,HR,Medium,39,Anxiety,Africa,Remote
59,Male,Designer,Low,24,Burnout,Asia,Hybrid
32,Female,HR,High,37,Depression,Africa,Remote
36,Female,Software Engineer,High,49,Anxiety,Europe,Onsite
40,Female,Software Engineer,Low,24,Anxiety,Oceania,Onsite
26,Female,Software Engineer,Low,41,Anxiety,Asia,Onsite
49,Prefer not to say,Software Engineer,High,27,Depression,Africa,Hybrid
42,Male,HR,Medium,34,Anxiety,Asia,Onsite
28,Female,Designer,Low,20,Depression,Oceania,Remote
27,Prefer not to say,Software Engineer,Low,39,Burnout,Oceania,Remote
53,Female,Data Scientist,Medium,42,Anxiety,Africa,Onsite
41,Prefer not to say,Data Scientist,Low,22,Anxiety,South America,Remote
59,Male,Data Scientist,Low,42,Anxiety,Africa,Onsite
45,Female,Data Scientist,Low,31,Burnout,Europe,Remote
26,Non-binary,HR,High,40,Anxiety,Africa,Remote
52,Prefer not to say,Software Engineer,High,20,Anxiety,Asia,Remote
48,Prefer not to say,Software Engineer,High,28,Depression,Africa,Onsite
41,Non-binary,Marketing,High,60,Anxiety,Europe,Remote
50,Non-binary,Project Manager,High,58,Depression,South America,Onsite
29,Female,Data Scientist,High,28,Burnout,North America,Remote
27,Male,Software Engineer,Low,44,Depression,Europe,Remote
43,Prefer not to say,Project Manager,Medium,50,Burnout,Oceania,Onsite
51,Non-binary,Designer,Medium,60,Burnout,Europe,Remote
44,Male,Software Engineer,Low,36,Burnout,Asia,Remote
44,Prefer not to say,HR,High,24,Depression,Africa,Hybrid
43,Female,HR,High,25,Depression,South America,Remote
22,Female,Designer,Medium,47,Anxiety,Africa,Remote
40,Prefer not to say,Marketing,Low,50,Depression,Africa,Remote
34,Non-binary,Project Manager,High,40,Anxiety,Europe,Hybrid
59,Female,Software Engineer,Low,39,Depression,Oceania,Onsite
26,Female,Project Manager,High,54,Depression,Oceania,Onsite
40,Male,Software Engineer,High,44,Burnout,North America,Hybrid
47,Female,Data Scientist,High,33,Depression,Europe,Remote
54,Female,Sales,High,25,Depression,Africa,Hybrid
52,Non-binary,HR,Low,31,Burnout,Europe,Remote
38,Male,Designer,Low,36,Burnout,Asia,Remote
34,Non-binary,Sales,Medium,35,Depression,North America,Remote
39,Prefer not to say,Project Manager,Low,24,Anxiety,Oceania,Remote
60,Non-binary,Project Manager,High,50,Anxiety,North America,Hybrid
24,Female,Sales,High,30,Depression,Oceania,Hybrid
45,Non-binary,Designer,Low,40,Anxiety,South America,Onsite
28,Male,Project Manager,Medium,40,Burnout,Oceania,Remote
34,Female,Data Scientist,High,29,Depression,Africa,Remote
27,Non-binary,Sales,High,42,Anxiety,South America,Onsite
35,Female,Sales,Low,50,Anxiety,Europe,Hybrid
51,Prefer not to say,Data Scientist,High,31,Anxiety,Asia,Remote
25,Prefer not to say,Sales,Low,44,Burnout,Europe,Onsite
36,Female,Data Scientist,Low,27,Depression,Europe,Hybrid
60,Male,Software Engineer,Medium,36,Anxiety,Asia,Onsite
25,Female,Data Scientist,Medium,26,Depression,Oceania,Hybrid
26,Female,Designer,Low,32,Anxiety,Europe,Onsite
36,Male,Data Scientist,Medium,24,Burnout,Africa,Onsite
23,Non-binary,HR,Low,37,Burnout,Oceania,Remote
33,Female,Project Manager,Medium,34,Burnout,Europe,Remote
50,Prefer not to say,Sales,Low,54,Anxiety,Oceania,Hybrid
29,Prefer not to say,Sales,Medium,29,Depression,Asia,Hybrid
55,Non-binary,HR,High,58,Anxiety,South America,Hybrid
34,Non-binary,Designer,High,57,Depression,Oceania,Onsite
48,Non-binary,Sales,Low,39,Burnout,Asia,Remote
51,Female,Data Scientist,Low,50,Depression,Oceania,Hybrid
31,Non-binary,Designer,Medium,42,Depression,Oceania,Onsite
22,Prefer not to say,Marketing,Low,35,Burnout,Europe,Hybrid
55,Prefer not to say,Data Scientist,High,36,Depression,Europe,Hybrid
52,Prefer not to say,Project Manager,High,26,Depression,Asia,Remote
47,Prefer not to say,Data Scientist,Medium,55,Burnout,South America,Onsite
46,Male,HR,High,23,Burnout,Asia,Onsite
28,Non-binary,Sales,High,43,Depression,Europe,Remote
57,Prefer not to say,Software Engineer,Medium,44,Burnout,Asia,Hybrid
26,Female,Software Engineer,Low,36,Anxiety,Europe,Remote
39,Non-binary,Marketing,Medium,59,Burnout,Asia,Remote
40,Prefer not to say,HR,High,30,Depression,Oceania,Hybrid
56,Non-binary,Sales,High,51,Depression,Asia,Remote
32,Female,HR,High,37,Burnout,Africa,Hybrid
34,Non-binary,Project Manager,Low,54,Anxiety,Asia,Remote
54,Prefer not to say,Software Engineer,Medium,35,Burnout,Europe,Onsite
29,Non-binary,HR,Medium,58,Anxiety,North America,Hybrid
45,Prefer not to say,Data Scientist,High,22,Depression,North America,Onsite
40,Male,Project Manager,Medium,59,Anxiety,Oceania,Hybrid
42,Non-binary,Marketing,Low,22,Burnout,Africa,Hybrid
46,Female,Sales,High,57,Burnout,Africa,Onsite
26,Prefer not to say,Project Manager,Low,56,Anxiety,North America,Hybrid
57,Prefer not to say,HR,Low,56,Depression,South America,Remote
37,Male,Software Engineer,Medium,45,Burnout,Asia,Onsite
39,Prefer not to say,HR,High,59,Burnout,Asia,Onsite
23,Female,Project Manager,Low,27,Depression,South America,Hybrid
55,Prefer not to say,Designer,High,22,Burnout,Europe,Remote
53,Non-binary,Data Scientist,Medium,23,Anxiety,Africa,Remote
37,Male,Project Manager,Medium,60,Anxiety,North America,Remote
51,Prefer not to say,Software Engineer,Medium,60,Anxiety,Asia,Hybrid
38,Prefer not to say,HR,Low,41,Anxiety,South America,Hybrid
51,Prefer not to say,Project Manager,Low,26,Depression,South America,Onsite
32,Male,HR,High,50,Depression,Oceania,Hybrid
24,Male,Designer,High,26,Burnout,Africa,Hybrid
39,Prefer not to say,HR,Low,29,Burnout,Africa,Hybrid
34,Non-binary,Designer,Medium,28,Depression,Europe,Onsite
35,Non-binary,HR,High,51,Burnout,Asia,Remote
41,Female,Project Manager,High,24,Depression,Asia,Hybrid
34,Non-binary,Project Manager,Low,41,Depression,Africa,Onsite
57,Male,Software Engineer,Medium,37,Burnout,North America,Onsite
31,Prefer not to say,Designer,Medium,53,Burnout,Africa,Onsite
41,Prefer not to say,Designer,Medium,29,Anxiety,South America,Onsite
37,Male,HR,High,49,Burnout,North America,Hybrid
38,Prefer not to say,Data Scientist,Low,54,Anxiety,Asia,Remote
53,Prefer not to say,Project Manager,Low,21,Depression,Africa,Remote
50,Male,Sales,High,20,Anxiety,Europe,Onsite
30,Male,Data Scientist,Medium,25,Anxiety,North America,Onsite
50,Non-binary,Marketing,Low,24,Anxiety,North America,Hybrid
55,Male,Software Engineer,Low,51,Depression,Oceania,Remote
35,Male,Marketing,Low,59,Depression,South America,Hybrid
49,Prefer not to say,Designer,Low,34,Depression,North America,Hybrid
34,Male,Project Manager,Medium,46,Depression,Africa,Onsite
44,Non-binary,Software Engineer,Medium,32,Anxiety,Europe,Remote
58,Prefer not to say,HR,Medium,25,Burnout,North America,Hybrid
28,Prefer not to say,Data Scientist,High,51,Anxiety,Asia,Remote
50,Female,Sales,High,41,Anxiety,Africa,Hybrid
37,Non-binary,Project Manager,High,53,Burnout,Europe,Remote
60,Male,Software Engineer,Low,60,Anxiety,Africa,Hybrid
58,Male,Software Engineer,Low,47,Burnout,Oceania,Remote
49,Female,Data Scientist,Low,37,Burnout,Asia,Remote
58,Male,Marketing,High,42,Anxiety,South America,Hybrid
47,Female,HR,Low,40,Anxiety,Oceania,Onsite
30,Non-binary,Marketing,Low,21,Depression,Africa,Onsite
25,Female,Software Engineer,Low,38,Burnout,Asia,Onsite
35,Prefer not to say,HR,High,20,Burnout,Africa,Remote
53,Non-binary,Data Scientist,High,44,Depression,South America,Onsite
32,Female,Software Engineer,Medium,24,Depression,South America,Hybrid
37,Male,Designer,Medium,48,Depression,Africa,Remote
40,Prefer not to say,HR,Low,60,Depression,North America,Hybrid
40,Male,Software Engineer,Low,26,Anxiety,Europe,Hybrid
58,Female,Project Manager,High,24,Burnout,South America,Hybrid
47,Male,Designer,Low,41,Depression,Oceania,Hybrid
57,Male,HR,Medium,27,Burnout,Oceania,Onsite
38,Non-binary,Designer,Low,38,Burnout,Africa,Onsite
39,Female,Project Manager,Low,41,Burnout,Europe,Hybrid
37,Female,Designer,High,20,Depression,South America,Remote
41,Female,Software Engineer,Medium,22,Burnout,South America,Onsite
28,Prefer not to say,Data Scientist,Medium,24,Anxiety,South America,Remote
30,Prefer not to say,Data Scientist,Low,50,Burnout,South America,Hybrid
37,Prefer not to say,HR,Low,25,Burnout,South America,Hybrid
46,Non-binary,Sales,High,35,Burnout,Europe,Onsite
38,Male,Project Manager,High,40,Depression,Africa,Remote
44,Non-binary,Data Scientist,Low,52,Depression,Oceania,Hybrid
45,Male,Sales,Medium,42,Burnout,Africa,Onsite
41,Non-binary,Software Engineer,High,23,Depression,Asia,Onsite
45,Male,Project Manager,Medium,26,Burnout,Oceania,Onsite
37,Prefer not to say,Sales,High,44,Depression,Europe,Onsite
37,Non-binary,Sales,Low,21,Depression,Europe,Hybrid
52,Non-binary,Software Engineer,Low,29,Burnout,Oceania,Hybrid
47,Male,Software Engineer,High,23,Depression,Asia,Onsite
44,Prefer not to say,Software Engineer,Medium,34,Depression,Africa,Remote
41,Female,Sales,Medium,51,Depression,Asia,Onsite
60,Prefer not to say,Software Engineer,High,53,Depression,Africa,Hybrid
51,Prefer not to say,Sales,Medium,53,Burnout,Asia,Remote
53,Non-binary,Marketing,Medium,33,Anxiety,Africa,Hybrid
50,Prefer not to say,Software Engineer,Medium,34,Anxiety,Asia,Remote
36,Female,Project Manager,Low,29,Depression,Europe,Onsite
57,Prefer not to say,Project Manager,High,38,Burnout,Europe,Remote
31,Prefer not to say,Sales,High,33,Depression,Oceania,Remote
43,Non-binary,Sales,Low,44,Anxiety,Europe,Onsite
41,Non-binary,Project Manager,Low,38,Burnout,Oceania,Remote
50,Female,HR,Low,41,Depression,Asia,Remote
