Age,Gender,Job_Role,Stress_Level,Hours_Worked_Per_Week,Mental_Health_Condition,Region,Work_Location
52,Prefer not to say,Marketing,Low,22,,North America,Hybrid
47,Prefer not to say,Designer,High,53,Burnout,Oceania,Remote
59,Female,Designer,High,26,Anxiety,Oceania,Remote
27,Non-binary,HR,High,24,Depression,Europe,Onsite
23,Female,Data Scientist,High,47,Depression,Europe,Hybrid
22,Prefer not to say,Marketing,Medium,43,,Europe,Onsite
22,Non-binary,Sales,Low,56,Depression,North America,Onsite
28,Female,Marketing,Low,52,Burnout,Asia,Onsite
36,Prefer not to say,Designer,Low,35,,North America,Hybrid
52,Non-binary,Marketing,Low,36,Depression,Africa,Remote
57,Male,Project Manager,High,25,,South America,Remote
59,Prefer not to say,Marketing,High,54,Burnout,North America,Hybrid
22,Prefer not to say,HR,Medium,52,Depression,Europe,Onsite
49,Female,Sales,High,23,Anxiety,Asia,Remote
42,Prefer not to say,HR,Low,57,Anxiety,Europe,Onsite
35,Male,Designer,Medium,50,,Africa,Hybrid
60,Non-binary,Sales,High,59,Depression,South America,Hybrid
22,Non-binary,Designer,Medium,30,Anxiety,Asia,Remote
30,Male,Marketing,Low,20,Burnout,Africa,Hybrid
57,Male,Software Engineer,Low,51,Depression,Europe,Remote
50,Male,Project Manager,High,58,Anxiety,North America,Hybrid
26,Non-binary,HR,High,36,Anxiety,Africa,Onsite
49,Non-binary,Marketing,High,33,Anxiety,North America,Hybrid
48,Prefer not to say,Marketing,Low,58,,Oceania,Onsite
48,Prefer not to say,Data Scientist,High,27,,South America,Remote
58,Male,HR,Low,45,Depression,Asia,Remote
59,Female,Sales,Low,58,Anxiety,North America,Hybrid
28,Non-binary,Marketing,Low,37,Burnout,Oceania,Onsite
34,Prefer not to say,Data Scientist,Medium,59,Anxiety,Asia,Remote
42,Male,HR,Low,35,,South America,Onsite
34,Prefer not to say,Sales,High,31,Anxiety,South America,Remote
56,Male,Designer,High,44,Burnout,Oceania,Onsite
28,Male,Software Engineer,Medium,42,Depression,North America,Onsite
53,Prefer not to say,HR,Medium,27,Anxiety,South America,Onsite
60,Non-binary,Designer,High,39,Depression,South America,Hybrid
31,Male,Software Engineer,Medium,45,Burnout,North America,Remote
22,Male,Project Manager,Medium,59,Burnout,North America,Onsite
31,Non-binary,Marketing,Low,42,Depression,Asia,Remote
40,Female,HR,High,55,Depression,Africa,Hybrid
54,Prefer not to say,Data Scientist,Low,41,Anxiety,South America,Onsite
35,Non-binary,Sales,Medium,37,Burnout,Africa,Onsite
48,Non-binary,Project Manager,Low,30,Anxiety,North America,Remote
38,Female,HR,Medium,58,,Europe,Onsite
56,Non-binary,Designer,Medium,36,Burnout,South America,Hybrid
24,Non-binary,Designer,Medium,41,,Oceania,Remote
30,Non-binary,HR,Medium,29,Depression,Oceania,Remote
28,Female,Software Engineer,High,31,Depression,Asia,Hybrid
27,Prefer not to say,Data Scientist,High,39,Burnout,Oceania,Remote
23,Non-binary,Sales,High,33,,Oceania,Onsite
48,Female,Sales,Low,45,Burnout,Europe,Onsite
56,Non-binary,Marketing,Medium,39,Anxiety,Asia,Onsite
38,Prefer not to say,Marketing,High,40,Depression,North America,Remote
57,Non-binary,HR,Low,49,Burnout,Asia,Hybrid
23,Female,Project Manager,Medium,49,Anxiety,Africa,Hybrid
36,Non-binary,Sales,Medium,53,Burnout,Europe,Remote
52,Non-binary,HR,High,23,Anxiety,North America,Remote
30,Female,Software Engineer,High,34,Depression,Europe,Onsite
51,Prefer not to say,Software Engineer,Low,55,Anxiety,Oceania,Remote
39,Female,Data Scientist,Medium,44,Burnout,South America,Remote
46,Prefer not to say,Sales,Low,54,Anxiety,Africa,Onsite
44,Female,Data Scientist,Medium,29,Burnout,Oceania,Remote
22,Male,Designer,Medium,32,Anxiety,Asia,Remote
38,Non-binary,Marketing,Low,45,Burnout,Europe,Onsite
26,Non-binary,Software Engineer,High,59,Burnout,Europe,Hybrid
48,Female,Designer,High,35,Anxiety,Asia,Hybrid
49,Prefer not to say,Project Manager,High,36,,Asia,Remote
32,Male,Software Engineer,High,29,Burnout,Oceania,Hybrid
32,Prefer not to say,Project Manager,Medium,43,Burnout,North America,Onsite
57,Prefer not to say,Sales,High,49,Depression,Asia,Onsite
35,Non-binary,Data Scientist,Medium,52,Depression,South America,Onsite
53,Male,Project Manager,Low,54,,South America,Hybrid
41,Male,Project Manager,Medium,33,Anxiety,South America,Hybrid
46,Male,Software Engineer,Medium,31,Burnout,Europe,Remote
30,Non-binary,Project Manager,Medium,45,Burnout,Africa,Remote
51,Non-binary,Project Manager,Low,52,Burnout,Europe,Remote
48,Prefer not to say,Marketing,High,41,Burnout,Asia,Hybrid
56,Male,Marketing,Low,54,,Africa,Hybrid
60,Female,Sales,Medium,38,Depression,Africa,Remote
24,Female,Designer,High,23,,Asia,Hybrid
50,Prefer not to say,Sales,High,27,Depression,Oceania,Hybrid
22,Female,HR,Medium,45,Anxiety,North America,Onsite
25,Prefer not to say,HR,Medium,29,Burnout,Europe,Hybrid
32,Prefer not to say,Sales,Medium,31,Depression,South America,Hybrid
42,Female,Marketing,High,45,Depression,North America,Remote
39,Female,Project Manager,Low,28,,South America,Onsite
28,Male,Marketing,Medium,32,Anxiety,South America,Hybrid
50,Male,Project Manager,High,56,Anxiety,North America,Hybrid
45,Prefer not to say,Marketing,Low,46,Depression,Europe,Remote
54,Female,Designer,Medium,29,,Oceania,Hybrid
57,Male,Software Engineer,Medium,51,Burnout,Oceania,Hybrid
33,Non-binary,Marketing,Low,35,Anxiety,South America,Remote
30,Female,Designer,Low,23,,Africa,Onsite
27,Female,Sales,Medium,50,Anxiety,Europe,Onsite
25,Prefer not to say,Project Manager,Low,58,Anxiety,Africa,Remote
49,Prefer not to say,Software Engineer,Low,45,Burnout,Africa,Onsite
45,Female,Designer,High,54,,Oceania,Onsite
42,Male,Designer,High,54,,South America,Hybrid
33,Female,Data Scientist,Medium,27,Depression,Oceania,Onsite
46,Male,HR,High,60,Burnout,Oceania,Onsite
43,Prefer not to say,Project Manager,Medium,21,Anxiety,Europe,Onsite
23,Male,HR,Low,60,Depression,Africa,Onsite
48,Non-binary,Software Engineer,Medium,50,Depression,South America,Onsite
30,Prefer not to say,Software Engineer,Low,41,Burnout,Africa,Remote
46,Non-binary,Marketing,Low,41,Anxiety,South America,Hybrid
59,Prefer not to say,Data Scientist,Low,56,,North America,Hybrid
36,Prefer not to say,Sales,Medium,23,Depression,South America,Hybrid
51,Non-binary,Data Scientist,High,32,Anxiety,North America,Remote
26,Non-binary,Designer,High,22,Burnout,Europe,Hybrid
41,Prefer not to say,Data Scientist,High,48,Burnout,Europe,Remote
29,Non-binary,Designer,High,22,Depression,South America,Hybrid
53,Non-binary,Designer,Low,22,Anxiety,Oceania,Hybrid
30,Female,Data Scientist,High,60,Burnout,North America,Remote
48,Female,Data Scientist,Medium,38,Burnout,Oceania,Hybrid
31,Non-binary,Data Scientist,High,34,Depression,South America,Remote
44,Prefer not to say,Software Engineer,High,23,,Africa,Onsite
42,Female,Designer,High,52,Depression,North America,Onsite
42,Non-binary,Software Engineer,Medium,24,Burnout,Oceania,Hybrid
52,Prefer not to say,Marketing,Medium,38,Burnout,North America,Onsite
49,Male,HR,High,46,Anxiety,Africa,Hybrid
28,Non-binary,HR,Low,44,Depression,Africa,Hybrid
53,Female,Designer,Low,31,Depression,South America,Remote
49,Male,Marketing,High,32,Burnout,South America,Onsite
23,Non-binary,Software Engineer,High,31,,Oceania,Remote
23,Male,Project Manager,High,20,Depression,Europe,Hybrid
46,Female,Software Engineer,Low,42,Anxiety,Asia,Hybrid
48,Prefer not to say,Marketing,High,36,Anxiety,Oceania,Hybrid
48,Female,Marketing,High,44,Burnout,South America,Hybrid
39,Female,Marketing,High,46,,Africa,Hybrid
59,Non-binary,Designer,Low,55,Burnout,Europe,Onsite
25,Prefer not to say,Software Engineer,Low,40,Anxiety,Asia,Hybrid
24,Non-binary,Sales,High,40,,Asia,Remote
28,Female,HR,Medium,38,Anxiety,South America,Remote
50,Male,HR,High,57,Burnout,South America,Hybrid
54,Prefer not to say,Software Engineer,Low,22,Depression,Asia,Hybrid
33,Male,Data Scientist,High,45,Burnout,Asia,Hybrid
30,Prefer not to say,Data Scientist,High,41,Anxiety,Asia,Remote
40,Prefer not to say,Data Scientist,Low,49,Anxiety,North America,Remote
27,Female,Sales,Low,32,Anxiety,Europe,Onsite
50,Non-binary,Sales,Medium,25,Burnout,North America,Onsite
23,Prefer not to say,Marketing,High,24,Anxiety,South America,Hybrid
27,Male,Project Manager,High,49,Anxiety,Africa,Remote
41,Male,Project Manager,Medium,59,,Asia,Hybrid
50,Prefer not to say,HR,High,39,Anxiety,North America,Onsite
32,Non-binary,Project Manager,Medium,34,Depression,Europe,Remote
52,Female,Software Engineer,Low,55,,North America,Remote
51,Prefer not to say,Designer,Low,28,Depression,North America,Remote
26,Male,Project Manager,Medium,39,,Europe,Remote
59,Non-binary,Project Manager,Medium,43,Burnout,South America,Remote
52,Female,Sales,Medium,57,Depression,Europe,Hybrid
55,Non-binary,Software Engineer,Low,32,Anxiety,Europe,Onsite
36,Prefer not to say,Data Scientist,Medium,25,,North America,Remote
32,Prefer not to say,Marketing,Low,22,Depression,Oceania,Remote
41,Prefer not to say,Software Engineer,Low,59,Anxiety,Oceania,Onsite
29,Non-binary,Software Engineer,Low,22,Depression,North America,Onsite
41,Male,Project Manager,Medium,46,Anxiety,Asia,Remote
55,Female,Marketing,High,43,,Africa,Remote
38,Female,Marketing,High,48,Anxiety,Africa,Hybrid
59,Male,Project Manager,High,39,Anxiety,South America,Onsite
32,Prefer not to say,Project Manager,High,49,Burnout,Africa,Remote
28,Prefer not to say,Marketing,Low,38,Anxiety,Europe,Hybrid
25,Prefer not to say,Data Scientist,Low,32,,North America,Hybrid
45,Prefer not to say,Designer,High,47,Burnout,South America,Hybrid
27,Non-binary,HR,Low,39,Depression,Europe,Onsite
40,Male,Data Scientist,Medium,47,Burnout,Europe,Hybrid
25,Female,Designer,Low,53,,Oceania,Remote
30,Male,Designer,Low,49,,North America,Hybrid
45,Male,Sales,High,47,,Africa,Onsite
48,Prefer not to say,Data Scientist,Low,25,,Africa,Hybrid
57,Female,Data Scientist,High,55,Burnout,Europe,Hybrid
32,Prefer not to say,Sales,Low,35,,South America,Onsite
31,Male,Data Scientist,High,57,Anxiety,Oceania,Onsite
56,Non-binary,Project Manager,Medium,58,Anxiety,Oceania,Hybrid
55,Non-binary,Sales,Low,44,,Asia,Remote
56,Non-binary,Data Scientist,Medium,28,Anxiety,Europe,Hybrid
31,Non-binary,Designer,Low,25,Anxiety,Africa,Hybrid
55,Female,Data Scientist,Low,58,Burnout,Asia,Onsite
48,Prefer not to say,Designer,High,44,Anxiety,South America,Onsite
50,Male,Designer,High,25,Anxiety,Oceania,Onsite
28,Non-binary,Project Manager,High,48,Depression,Oceania,Onsite
60,Male,Marketing,Low,34,Burnout,Oceania,Hybrid
47,Male,HR,Medium,38,Anxiety,Asia,Onsite
23,Prefer not to say,Designer,Low,37,Depression,North America,Remote
23,Male,Marketing,High,22,Anxiety,Oceania,Remote
35,Prefer not to say,HR,Low,22,Burnout,North America,Onsite
53,Non-binary,Marketing,Low,52,,Oceania,Onsite
49,Female,Designer,Low,28,Burnout,Oceania,Remote
43,Non-binary,Data Scientist,Medium,43,Anxiety,South America,Onsite
41,Male,Sales,Low,41,Anxiety,Asia,Onsite
59,Non-binary,Marketing,High,48,,Africa,Onsite
52,Non-binary,Software Engineer,Low,30,Depression,South America,Hybrid
53,Male,Data Scientist,Medium,29,Anxiety,North America,Onsite
42,Prefer not to say,Project Manager,High,31,Anxiety,Africa,Remote
24,Prefer not to say,HR,Medium,43,,Oceania,Remote
37,Non-binary,Marketing,Medium,56,,North America,Onsite
58,Non-binary,Data Scientist,High,58,Depression,South America,Onsite
33,Male,Marketing,High,53,Anxiety,South America,Remote
24,Prefer not to say,Marketing,Medium,36,,Oceania,Remote
46,Male,Marketing,Medium,40,Anxiety,Oceania,Hybrid
27,Female,Software Engineer,High,60,Depression,North America,Hybrid
35,Non-binary,Marketing,Medium,44,,Europe,Hybrid
24,Non-binary,Software Engineer,Low,33,Depression,Oceania,Remote
60,Female,Data Scientist,Low,50,,Asia,Hybrid
59,Non-binary,Data Scientist,High,38,Depression,Oceania,Remote
23,Prefer not to say,Project Manager,Medium,51,Burnout,South America,Remote
55,Male,Designer,Low,59,Depression,North America,Remote
40,Female,Project Manager,Medium,54,Burnout,Europe,Onsite
39,Non-binary,Project Manager,High,34,Depression,Asia,Remote
51,Male,Designer,Low,37,,Africa,Remote
40,Male,Designer,High,24,,Asia,Remote
34,Female,Project Manager,Medium,60,Anxiety,South America,Remote
49,Non-binary,HR,Low,34,Anxiety,Africa,Onsite
24,Non-binary,HR,High,25,Burnout,Europe,Onsite
48,Non-binary,Software Engineer,Low,41,Depression,Oceania,Remote
40,Non-binary,Project Manager,High,54,Anxiety,North America,Remote
45,Prefer not to say,Designer,Low,39,,Africa,Onsite
30,Female,Sales,High,52,,North America,Onsite
25,Prefer not to say,Software Engineer,High,54,Burnout,Africa,Remote
57,Non-binary,Project Manager,Medium,22,,Africa,Onsite
53,Female,Marketing,Low,43,Anxiety,Oceania,Hybrid
56,Male,HR,High,35,Burnout,South America,Hybrid
26,Prefer not to say,Software Engineer,Low,26,Anxiety,Oceania,Onsite
58,Male,HR,Low,32,Depression,Asia,Onsite
57,Non-binary,Project Manager,Medium,53,,Europe,Remote
44,Prefer not to say,Data Scientist,High,32,Burnout,Europe,Remote
32,Male,Data Scientist,High,35,Burnout,Africa,Hybrid
42,Non-binary,Software Engineer,High,44,Burnout,Europe,Hybrid
43,Non-binary,Software Engineer,High,24,Anxiety,Europe,Onsite
58,Male,Sales,High,47,Burnout,Europe,Remote
27,Female,Project Manager,Low,32,,Africa,Hybrid
25,Female,HR,Medium,32,,Oceania,Remote
30,Prefer not to say,HR,Low,39,Burnout,North America,Remote
44,Female,Data Scientist,Medium,49,Anxiety,Europe,Remote
28,Non-binary,HR,High,59,Anxiety,South America,Remote
36,Male,HR,Medium,23,,South America,Hybrid
35,Prefer not to say,HR,Medium,34,Burnout,North America,Remote
29,Prefer not to say,Marketing,High,49,Depression,Oceania,Hybrid
56,Male,Software Engineer,Medium,39,,Asia,Remote
45,Male,Data Scientist,High,26,Burnout,Oceania,Remote
47,Male,Marketing,Medium,50,Burnout,South America,Hybrid
41,Female,Sales,Medium,46,Burnout,Asia,Hybrid
47,Prefer not to say,Data Scientist,Medium,46,Anxiety,Asia,Onsite
32,Male,Data Scientist,Low,22,,Oceania,Hybrid
56,Non-binary,Project Manager,Low,56,,Asia,Hybrid
60,Prefer not to say,Designer,High,35,Burnout,South America,Remote
42,Non-binary,Software Engineer,Low,54,,South America,Onsite
36,Non-binary,Data Scientist,Medium,51,,South America,Hybrid
40,Non-binary,Sales,Medium,45,,South America,Remote
32,Male,Sales,High,42,Anxiety,Africa,Remote
32,Female,Project Manager,Low,55,Depression,Africa,Hybrid
49,Non-binary,Sales,High,21,Burnout,Africa,Onsite
42,Non-binary,Designer,Low,41,,Asia,Onsite
39,Prefer not to say,Marketing,High,49,Depression,Africa,Onsite
29,Non-binary,Designer,High,47,Burnout,North America,Remote
52,Non-binary,HR,High,29,Burnout,Oceania,Onsite
25,Prefer not to say,HR,Low,20,Depression,Europe,Remote
58,Male,Sales,Medium,20,,Africa,Remote
59,Prefer not to say,HR,Medium,25,Anxiety,North America,Remote
60,Male,Data Scientist,High,23,Depression,Africa,Onsite
24,Male,HR,Low,43,Anxiety,Africa,Hybrid
49,Prefer not to say,Designer,High,39,Anxiety,Africa,Remote
25,Female,Sales,Low,45,Burnout,North America,Onsite
56,Female,Sales,Medium,20,,Asia,Remote
34,Prefer not to say,Project Manager,High,58,Burnout,North America,Onsite
43,Prefer not to say,HR,High,45,Burnout,Oceania,Onsite
56,Non-binary,Marketing,Low,32,Burnout,North America,Onsite
46,Male,Data Scientist,High,45,Burnout,North America,Hybrid
35,Non-binary,Software Engineer,Medium,35,Depression,South America,Hybrid
56,Male,Sales,High,22,Depression,Africa,Remote
27,Male,Data Scientist,Low,21,Anxiety,North America,Hybrid
58,Prefer not to say,HR,Low,23,Burnout,Oceania,Onsite
26,Female,Designer,Medium,39,Burnout,South America,Remote
31,Non-binary,Marketing,Low,43,,South America,Onsite
53,Female,Software Engineer,High,32,Depression,Europe,Hybrid
41,Prefer not to say,Data Scientist,High,27,Burnout,Oceania,Onsite
24,Prefer not to say,Marketing,Low,45,Depression,North America,Hybrid
46,Prefer not to say,Designer,Low,26,Depression,Europe,Hybrid
45,Female,Sales,High,28,,South America,Remote
23,Non-binary,HR,High,43,,South America,Hybrid
55,Non-binary,Marketing,High,28,,Asia,Remote
38,Male,HR,High,37,Anxiety,North America,Hybrid
34,Non-binary,Designer,High,21,Anxiety,Africa,Remote
24,Female,Sales,Low,38,Burnout,South America,Remote
46,Non-binary,Software Engineer,High,28,Burnout,Oceania,Onsite
36,Prefer not to say,Data Scientist,Medium,33,Anxiety,Europe,Remote
30,Male,Marketing,High,25,Depression,North America,Onsite
34,Male,Marketing,Low,44,Depression,Oceania,Onsite
40,Female,Marketing,Low,49,Depression,South America,Remote
37,Male,Software Engineer,High,60,,South America,Remote
37,Non-binary,Software Engineer,Low,28,Depression,Africa,Onsite
33,Non-binary,Data Scientist,Medium,41,Burnout,Asia,Remote
53,Prefer not to say,Software Engineer,Low,51,Anxiety,Oceania,Onsite
23,Female,Data Scientist,Low,52,Burnout,Africa,Remote
22,Female,Marketing,High,31,Depression,South America,Remote
45,Non-binary,Project Manager,Low,51,Burnout,Asia,Remote
25,Female,HR,Low,36,Anxiety,North America,Onsite
44,Male,Project Manager,High,59,Burnout,Asia,Onsite
36,Female,Sales,High,43,Anxiety,Oceania,Remote
37,Female,Designer,Low,54,,Africa,Hybrid
45,Male,Project Manager,Medium,43,Depression,North America,Hybrid
48,Female,Software Engineer,High,22,Anxiety,North America,Remote
42,Non-binary,Marketing,Low,34,Depression,Oceania,Remote
24,Non-binary,Sales,High,23,Anxiety,South America,Remote
58,Non-binary,Project Manager,High,27,Depression,South America,Remote
50,Female,Project Manager,Medium,45,,Europe,Remote
46,Prefer not to say,Marketing,Low,42,Anxiety,North America,Remote
56,Non-binary,Marketing,High,40,,South America,Onsite
27,Male,Project Manager,Medium,46,,Oceania,Onsite
38,Female,Marketing,Low,37,Depression,South America,Hybrid
56,Non-binary,Marketing,Medium,36,,Africa,Onsite
57,Female,Designer,Low,35,Burnout,Europe,Hybrid
22,Prefer not to say,Data Scientist,Medium,24,Anxiety,Asia,Hybrid
45,Prefer not to say,HR,Medium,22,Anxiety,Oceania,Remote
33,Male,HR,Low,37,,North America,Hybrid
37,Non-binary,Software Engineer,Low,28,,Europe,Hybrid
29,Non-binary,Data Scientist,High,56,Anxiety,North America,Remote
51,Female,Designer,High,36,,Africa,Hybrid
43,Prefer not to say,Data Scientist,Medium,35,Anxiety,Asia,Hybrid
49,Non-binary,Designer,Low,41,Depression,Asia,Hybrid
28,Female,Sales,Low,40,Depression,South America,Remote
28,Female,Marketing,Medium,37,,Europe,Hybrid
23,Prefer not to say,Designer,Medium,27,Anxiety,Africa,Onsite
32,Male,Project Manager,Low,51,Anxiety,South America,Hybrid
58,Male,Sales,High,35,Anxiety,South America,Remote
57,Male,Marketing,Medium,46,,Oceania,Onsite
27,Female,Designer,Low,50,Anxiety,Africa,Onsite
40,Non-binary,Data Scientist,Low,26,,Oceania,Remote
55,Male,Project Manager,Medium,38,Anxiety,Oceania,Hybrid
54,Male,Project Manager,Low,57,Burnout,South America,Onsite
54,Non-binary,Project Manager,Medium,26,Depression,North America,Remote
26,Non-binary,Project Manager,Low,41,Anxiety,South America,Remote
48,Male,Project Manager,High,41,Anxiety,Asia,Remote
32,Male,Software Engineer,Medium,25,,Oceania,Hybrid
52,Male,Project Manager,Medium,56,Depression,Europe,Remote
57,Prefer not to say,Software Engineer,Medium,43,,North America,Remote
36,Female,HR,High,39,Anxiety,Europe,Remote
54,Prefer not to say,Designer,Medium,39,Burnout,North America,Remote
40,Prefer not to say,Data Scientist,High,53,Burnout,Africa,Onsite
49,Non-binary,Data Scientist,Medium,27,Depression,Asia,Remote
24,Prefer not to say,Software Engineer,Low,47,Burnout,Africa,Onsite
54,Non-binary,Marketing,High,29,,Oceania,Hybrid
35,Male,Software Engineer,Low,41,Burnout,Europe,Remote
55,Non-binary,Project Manager,Low,22,Burnout,South America,Remote
36,Female,Marketing,Medium,41,,North America,Onsite
43,Male,Software Engineer,Medium,44,Depression,Africa,Onsite
25,Prefer not to say,Sales,Low,57,,South America,Remote
42,Female,HR,High,43,,Asia,Remote
24,Female,HR,Low,43,Depression,North America,Hybrid
48,Female,Software Engineer,High,20,Burnout,Europe,Onsite
47,Male,Marketing,Low,55,Anxiety,Europe,Hybrid
54,Prefer not to say,Project Manager,High,44,Anxiety,Europe,Hybrid
43,Non-binary,Designer,Low,37,,Asia,Hybrid
29,Prefer not to say,Marketing,High,59,,North America,Remote
37,Male,Software Engineer,Low,43,Burnout,Europe,Remote
39,Male,Project Manager,Medium,57,Anxiety,South America,Onsite
46,Female,Project Manager,Low,51,Burnout,Asia,Onsite
44,Male,Data Scientist,High,39,Depression,Oceania,Onsite
36,Non-binary,HR,Medium,56,Depression,Asia,Onsite
28,Non-binary,Data Scientist,Medium,53,Burnout,North America,Hybrid
23,Female,Marketing,Medium,33,Burnout,Europe,Hybrid
60,Prefer not to say,HR,High,47,,Oceania,Remote
55,Prefer not to say,Project Manager,Medium,42,Depression,Asia,Hybrid
34,Male,HR,High,32,Depression,Oceania,Remote
30,Prefer not to say,Software Engineer,High,58,Depression,Asia,Onsite
26,Female,Designer,Medium,46,Burnout,Africa,Onsite
44,Male,Data Scientist,Medium,29,Anxiety,North America,Onsite
24,Prefer not to say,HR,Medium,39,Anxiety,Africa,Remote
59,Male,Designer,Low,24,Burnout,Asia,Hybrid
60,Male,HR,High,30,,South America,Onsite
32,Female,HR,High,37,Depression,Africa,Remote
49,Prefer not to say,Software Engineer,Medium,32,,South America,Onsite
36,Female,Software Engineer,High,49,Anxiety,Europe,Onsite
40,Female,Software Engineer,Low,24,Anxiety,Oceania,Onsite
49,Non-binary,Designer,Low,20,,Europe,Hybrid
26,Female,Software Engineer,Low,41,Anxiety,Asia,Onsite
49,Prefer not to say,Software Engineer,High,27,Depression,Africa,Hybrid
60,Prefer not to say,Designer,High,43,,Europe,Onsite
42,Male,HR,Medium,34,Anxiety,Asia,Onsite
28,Female,Designer,Low,20,Depression,Oceania,Remote
45,Prefer not to say,Software Engineer,Low,49,,South America,Remote
27,Prefer not to say,Software Engineer,Low,39,Burnout,Oceania,Remote
44,Female,Software Engineer,Medium,56,,South America,Hybrid
28,Male,Marketing,Low,55,,Europe,Onsite
43,Male,Marketing,High,59,,North America,Remote
24,Non-binary,Designer,Low,33,,North America,Hybrid
53,Female,Data Scientist,Medium,42,Anxiety,Africa,Onsite
41,Prefer not to say,Data Scientist,Low,22,Anxiety,South America,Remote
59,Male,Data Scientist,Low,42,Anxiety,Africa,Onsite
45,Female,Data Scientist,Low,31,Burnout,Europe,Remote
26,Non-binary,HR,High,40,Anxiety,Africa,Remote
52,Prefer not to say,Software Engineer,High,20,Anxiety,Asia,Remote
48,Prefer not to say,Software Engineer,High,28,Depression,Africa,Onsite
22,Prefer not to say,Data Scientist,Medium,35,,South America,Onsite
41,Non-binary,Marketing,High,60,Anxiety,Europe,Remote
50,Non-binary,Project Manager,High,58,Depression,South America,Onsite
29,Female,Data Scientist,High,28,Burnout,North America,Remote
27,Male,Software Engineer,Low,44,Depression,Europe,Remote
43,Prefer not to say,Project Manager,Medium,50,Burnout,Oceania,Onsite
51,Non-binary,Designer,Medium,60,Burnout,Europe,Remote
47,Female,Project Manager,High,53,,Europe,Hybrid
44,Male,Software Engineer,Low,36,Burnout,Asia,Remote
44,Prefer not to say,HR,High,24,Depression,Africa,Hybrid
43,Female,HR,High,25,Depression,South America,Remote
22,Female,Designer,Medium,47,Anxiety,Africa,Remote
40,Prefer not to say,Marketing,Low,50,Depression,Africa,Remote
34,Non-binary,Project Manager,High,40,Anxiety,Europe,Hybrid
59,Female,Software Engineer,Low,39,Depression,Oceania,Onsite
26,Female,Project Manager,High,54,Depression,Oceania,Onsite
40,Male,Software Engineer,High,44,Burnout,North America,Hybrid
47,Female,Data Scientist,High,33,Depression,Europe,Remote
54,Female,Sales,High,25,Depression,Africa,Hybrid
26,Male,Software Engineer,High,33,,Africa,Onsite
52,Non-binary,HR,Low,31,Burnout,Europe,Remote
38,Male,Designer,Low,36,Burnout,Asia,Remote
34,Non-binary,Sales,Medium,35,Depression,North America,Remote
39,Prefer not to say,Project Manager,Low,24,Anxiety,Oceania,Remote
60,Non-binary,Project Manager,High,50,Anxiety,North America,Hybrid
24,Female,Sales,High,30,Depression,Oceania,Hybrid
49,Prefer not to say,Marketing,High,38,,Europe,Onsite
45,Non-binary,Designer,Low,40,Anxiety,South America,Onsite
28,Male,Project Manager,Medium,40,Burnout,Oceania,Remote
34,Female,Data Scientist,High,29,Depression,Africa,Remote
27,Non-binary,Sales,High,42,Anxiety,South America,Onsite
35,Female,Sales,Low,50,Anxiety,Europe,Hybrid
47,Prefer not to say,Software Engineer,Low,23,,Europe,Remote
51,Prefer not to say,Data Scientist,High,31,Anxiety,Asia,Remote
25,Prefer not to say,Sales,Low,44,Burnout,Europe,Onsite
36,Female,Data Scientist,Low,27,Depression,Europe,Hybrid
47,Female,Software Engineer,Medium,59,,Oceania,Remote
60,Male,Software Engineer,Medium,36,Anxiety,Asia,Onsite
25,Female,Data Scientist,Medium,26,Depression,Oceania,Hybrid
26,Female,Designer,Low,32,Anxiety,Europe,Onsite
55,Male,Marketing,Low,23,,Africa,Hybrid
31,Non-binary,Marketing,Low,30,,South America,Hybrid
36,Male,Data Scientist,Medium,24,Burnout,Africa,Onsite
23,Non-binary,HR,Low,37,Burnout,Oceania,Remote
56,Male,Data Scientist,High,41,,Europe,Onsite
36,Non-binary,Marketing,Medium,42,,North America,Remote
33,Female,Project Manager,Medium,34,Burnout,Europe,Remote
50,Prefer not to say,Sales,Low,54,Anxiety,Oceania,Hybrid
29,Prefer not to say,Sales,Medium,29,Depression,Asia,Hybrid
55,Non-binary,HR,High,58,Anxiety,South America,Hybrid
34,Non-binary,Designer,High,57,Depression,Oceania,Onsite
48,Non-binary,Sales,Low,39,Burnout,Asia,Remote
51,Female,Data Scientist,Low,50,Depression,Oceania,Hybrid
31,Non-binary,Designer,Medium,42,Depression,Oceania,Onsite
22,Prefer not to say,Marketing,Low,35,Burnout,Europe,Hybrid
23,Male,Designer,Low,54,,Africa,Remote
55,Prefer not to say,Data Scientist,High,36,Depression,Europe,Hybrid
52,Prefer not to say,Project Manager,High,26,Depression,Asia,Remote
47,Prefer not to say,Data Scientist,Medium,55,Burnout,South America,Onsite
46,Male,HR,High,23,Burnout,Asia,Onsite
28,Non-binary,Sales,High,43,Depression,Europe,Remote
57,Prefer not to say,Software Engineer,Medium,44,Burnout,Asia,Hybrid
26,Female,Software Engineer,Low,36,Anxiety,Europe,Remote
39,Non-binary,Marketing,Medium,59,Burnout,Asia,Remote
54,Non-binary,Designer,Medium,24,,Africa,Remote
25,Prefer not to say,HR,High,40,,South America,Remote
40,Prefer not to say,HR,High,30,Depression,Oceania,Hybrid
56,Non-binary,Sales,High,51,Depression,Asia,Remote
32,Female,HR,High,37,Burnout,Africa,Hybrid
34,Non-binary,Project Manager,Low,54,Anxiety,Asia,Remote
57,Male,Designer,High,27,,Oceania,Onsite
54,Prefer not to say,Software Engineer,Medium,35,Burnout,Europe,Onsite
